"","title","date","company","salary","maxsal","minsal","location","summary","link"
"834","Co-op Data Scientist 2021","30","The Hershey Company","81,078 - 129,709","129,709","81,078","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"835","Data Scientist (Junior)","30","KBR","",NA,NA,"Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"836","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 177,616","177,616","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"837","Supply Chain Data Scientist","Just posted","TCS","93,950 - 108,000","108,000","93,950","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"838","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"839","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"840","Data Scientist","Just posted","University of Utah","130,000 - 140,000","140,000","130,000","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"841","Data Scientist","20","RMDS Lab, Inc","70,000 - 90,000","90,000","70,000","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"842","Forward Deployed Data Scientist","13","Cresta","81,078 - 129,709","129,709","81,078",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"843","Data Scientist - AI/ML Engineer","Today","Softnice","",NA,NA,"Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"844","Data Scientist","Just posted","Caterpillar","70,000 - 177,616","177,616","70,000","Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"845","Data Scientist","28","BICP","93,950 - 108,000","108,000","93,950","Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"846","Data Scientist","Just posted","Alto Neuroscience, Inc","",NA,NA,"San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"847","Data Scientist","Today","Advance Local","",NA,NA,"New York, NY","Experience using statistics, propensity model building, and algorithms to manipulate data and draw insights from large data sets.","https://www.indeed.com/rc/clk?jk=bd190f5ad577a404&fccid=31a0500c8ccc54ba&vjs=3"
"848","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","56,879 - 133,465","133,465","56,879","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"849","Data Scientist","8","Cognowiz solutions LLC","70,000 - 90,000","90,000","70,000","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"850","Co-op Data Scientist 2021","30","The Hershey Company","81,078 - 129,709","129,709","81,078","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"851","Data Scientist (Junior)","30","KBR","100,000 - 150,000","150,000","100,000","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"852","Data Scientist, Intermediate","13","UVA Medical Center","",NA,NA,"Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"853","Senior Data Scientist (Washington, D.C. or U.S. Remote)","19","Wallethub","70,000 - 177,616","177,616","70,000","Washington, DC","Modeling complex problems, discovering insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AdG_CIvTSdkr6QdMv9THtz7Vhc_c7dZNImXGc14ZzLxV-BpKD8QZu34csDZFS5mErNljNBNoTBgWQPlp4GADLQOMHV1aSgOMFe39ho70h0-VURGUTgG_9tl6pG6ssEDlqD2rb9ACz2CB9INiXlVYe5SE98F_HmrPbd-QJ3T08jITo2Rz8UWXkXeq-iBUCkwQj5ikPLwz5ATJ2iWM5AOdT5G6JjWcLAjXsMMNGQn-iS_hmg8Mx4eKgsrXtehk5n6DwDrJdM1PQRpQwQURZHUJkMY4ZLhJWsaR-AAMQn_R2NPcFnv7jB8za1C6SO4u43YJyjeOiwSZ-XUf23nvFy2ekrSvHX_jTUxlNybwqzjMLtKilgdu_gvCuCDwySelxH9lO8KSSAYNTWNnAzDFTgn6mk3ExcAJMUApyY9wqUOM1QsANlmVdyddNG_JomVAaueXx-MoZKD-PYPdSquBamqYmlqMByuKdTNrdmrX1HNP9ogw==&p=5&fvj=1&vjs=3"
"854","Supply Chain Data Scientist","Just posted","TCS","93,950 - 108,000","108,000","93,950","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"855","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"856","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"857","Data Scientist","Just posted","University of Utah","130,000 - 140,000","140,000","130,000","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"858","Data Scientist","20","RMDS Lab, Inc","56,879 - 133,465","133,465","56,879","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"859","Forward Deployed Data Scientist","13","Cresta","70,000 - 90,000","90,000","70,000",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"860","Data Scientist - AI/ML Engineer","Today","Softnice","81,078 - 129,709","129,709","81,078","Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"861","Data Scientist","Just posted","Caterpillar","100,000 - 150,000","150,000","100,000","Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"862","Data Scientist","28","BICP","",NA,NA,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"863","Data Scientist (Junior)","30","KBR","81,078 - 129,709","129,709","81,078","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"864","Data Scientist, Intermediate","13","UVA Medical Center","",NA,NA,"Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"865","Supply Chain Data Scientist","Just posted","TCS","70,000 - 177,616","177,616","70,000","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"866","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","93,950 - 108,000","108,000","93,950","Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"867","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"868","Data Scientist","Just posted","University of Utah","",NA,NA,"Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"869","Data Scientist","20","RMDS Lab, Inc","130,000 - 140,000","140,000","130,000","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"870","Forward Deployed Data Scientist","13","Cresta","81,078 - 129,709","129,709","81,078",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"871","Data Scientist - AI/ML Engineer","Today","Softnice","",NA,NA,"Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"872","Data Scientist","Just posted","Caterpillar","70,000 - 177,616","177,616","70,000","Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"873","Data Scientist","28","BICP","93,950 - 108,000","108,000","93,950","Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"874","Data Scientist","Just posted","Alto Neuroscience, Inc","",NA,NA,"San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"875","Data Scientist","Today","Advance Local","",NA,NA,"New York, NY","Experience using statistics, propensity model building, and algorithms to manipulate data and draw insights from large data sets.","https://www.indeed.com/rc/clk?jk=bd190f5ad577a404&fccid=31a0500c8ccc54ba&vjs=3"
"876","Senior Data Scientist","Just posted","Mission Lane","130,000 - 140,000","140,000","130,000",NA,"We offer the option of 100% paid health, dental and vision care, a flexible spending account, unlimited PTO, paid holidays, eligibility for our cash incentive…","https://www.indeed.com/rc/clk?jk=0640cdf4e619350e&fccid=0e0f873e6c84a5ec&vjs=3"
"877","Data Scientist","1","Tsunami Tsolutions","81,078 - 129,709","129,709","81,078","Glastonbury, CT","Working with stakeholders to validate, interpret and provide business insights based on machine learning.","https://www.indeed.com/company/Tsunami-Tsolutions/jobs/Data-Scientist-d8339941d4e801fb?fccid=01dbc8bd9ab1fb6a&vjs=3"
"878","Co-op Data Scientist 2021","30","The Hershey Company","81,078 - 129,709","129,709","81,078","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"879","Data Scientist (Junior)","30","KBR","",NA,NA,"Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"880","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 177,616","177,616","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"881","Supply Chain Data Scientist","Just posted","TCS","93,950 - 108,000","108,000","93,950","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"882","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"883","Data Scientist","7","ACHNET Inc","",NA,NA,"Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"884","Data Scientist","Just posted","University of Utah","130,000 - 140,000","140,000","130,000","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"885","Data Scientist","20","RMDS Lab, Inc","81,078 - 129,709","129,709","81,078","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
